count,time_s,lux,press,temp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
3977,70.005028,0.1943,1011.74585,29.757812,0.294678,0.754578,1.651367,23.060297,-23.519051,70.855331,6.258152,85.300011,-184.736191
3978,70.020737,0.1943,1011.723145,29.757812,0.285889,0.762878,1.644531,23.182367,-23.519051,69.085312,14.080841,90.038895,-174.136581
3979,70.036461,0.1943,1011.727295,29.757812,0.278076,0.76825,1.645508,23.060297,-22.603523,67.986679,4.693614,90.038895,-186.250427
3980,70.054276,0.1943,1011.703857,29.757812,0.267822,0.774109,1.644531,22.755121,-22.542488,69.024277,-1.564538,99.516685,-189.2789
3981,70.069992,0.1943,1011.714111,29.734375,0.260986,0.774597,1.647461,22.877192,-23.335945,70.733261,1.564538,86.879639,-180.193512
3982,70.085678,0.1943,1011.731201,29.734375,0.264893,0.767273,1.650391,22.510981,-22.542488,71.221542,-1.564538,99.516685,-186.250427
3983,70.103455,0.1943,1011.719727,29.734375,0.267334,0.758972,1.651367,22.510981,-22.542488,71.160507,-1.564538,99.516685,-201.392746
3984,70.119133,0.1943,1011.721191,29.734375,0.277588,0.755066,1.651855,22.999262,-23.030769,71.160507,-3.129076,94.777794,-175.650818
3985,70.134811,0.1943,1011.720215,29.734375,0.278076,0.757507,1.649414,23.853754,-22.176277,70.794296,0,97.937057,-178.679276
3986,70.150452,0.1943,1011.739502,29.734375,0.275635,0.764343,1.651367,22.938227,-22.603523,70.183945,-1.564538,96.357422,-186.250427
3987,70.168213,0.1943,1011.723145,29.734375,0.268311,0.775574,1.644531,23.609613,-21.749031,69.146347,6.258152,97.937057,-181.707733
3988,70.183907,0.1943,1011.674561,29.734375,0.259521,0.783386,1.643066,23.060297,-22.054207,69.024277,0,85.300011,-184.736191
3989,70.19957,0.1943,1011.707275,29.734375,0.247314,0.780945,1.644043,22.38891,-22.542488,69.329453,-1.564538,83.720383,-180.193512
3990,70.246628,0.2096,1011.731445,29.734375,0.240967,0.763367,1.652344,22.449945,-24.373543,72.930527,7.82269,93.198166,-180.193512
3991,70.264381,0.2096,1011.728027,29.734375,0.257568,0.753601,1.640137,22.633051,-24.861824,72.930527,12.516303,78.981491,-187.764679
3992,70.280075,0.2096,1011.707764,29.734375,0.265869,0.757996,1.649902,22.633051,-24.495613,71.892929,12.516303,91.618538,-181.707733
3993,70.295746,0.2096,1011.734619,29.734375,0.278076,0.764832,1.652344,22.26684,-24.678719,71.648788,6.258152,107.414833,-184.736191
3994,70.311424,0.2096,1011.724121,29.75,0.279541,0.771667,1.655762,22.327875,-23.946297,70.48912,1.564538,99.516685,-189.2789
3995,70.329193,0.2096,1011.720215,29.75,0.2771,0.775574,1.649902,22.26684,-24.251472,70.000839,4.693614,102.675941,-189.2789
3996,70.344856,0.2096,1011.709229,29.75,0.269775,0.772156,1.641602,21.961664,-23.641121,69.573593,0,94.777794,-184.736191
3997,70.360474,0.2096,1011.719971,29.75,0.265869,0.769714,1.648438,22.022699,-23.885262,69.695663,0,91.618538,-175.650818
3998,70.378197,0.2096,1011.71875,29.75,0.261963,0.763855,1.652832,21.900629,-24.068367,70.855331,-1.564538,93.198166,-186.250427
3999,70.393845,0.2096,1011.702148,29.75,0.269287,0.751648,1.650391,21.534418,-23.580086,72.198105,-9.387227,88.459267,-178.679276
4000,70.409508,0.2096,1011.710205,29.75,0.281006,0.749695,1.648438,22.38891,-24.312508,73.601913,-6.258152,91.618538,-184.736191
4001,70.425171,0.2096,1011.726318,29.75,0.286377,0.754089,1.649414,22.755121,-23.213875,72.198105,4.693614,90.038895,-180.193512
4002,70.442917,0.2096,1011.731934,29.75,0.287842,0.76532,1.650879,22.999262,-22.603523,70.24498,4.693614,90.038895,-183.22197
4003,70.458557,0.2096,1011.717285,29.75,0.284424,0.778503,1.650391,22.877192,-22.725594,69.634628,9.387227,91.618538,-184.736191
4004,70.474205,0.2096,1011.708252,29.75,0.278564,0.778992,1.647461,22.327875,-22.481453,70.12291,-3.129076,97.937057,-181.707733
4005,70.489853,0.2096,1011.706543,29.75,0.27124,0.772156,1.645996,22.694086,-22.115242,69.024277,1.564538,99.516685,-189.2789
4006,70.507607,0.2096,1011.704102,29.75,0.262451,0.75946,1.648926,22.022699,-22.237312,68.169785,-4.693614,86.879639,-180.193512
4007,70.523254,0.2096,1011.730469,29.75,0.251221,0.750183,1.65332,22.449945,-22.725594,68.597031,-1.564538,90.038895,-183.22197
4008,70.538895,0.2096,1011.730713,29.75,0.25415,0.749207,1.651367,22.877192,-22.542488,71.343613,7.82269,90.038895,-189.2789
4009,70.586288,0.2096,1011.69458,29.773438,0.266357,0.758484,1.64502,23.487543,-23.519051,69.939804,-10.951765,96.357422,-180.193512
4010,70.60408,0.2096,1011.708496,29.773438,0.265869,0.774109,1.64209,23.121332,-23.39698,70.12291,0,88.459267,-193.821594
4011,70.619713,0.2096,1011.737061,29.773438,0.264893,0.778015,1.648926,22.816156,-22.908699,70.794296,9.387227,94.777794,-175.650818
4012,70.635452,0.2096,1011.721924,29.773438,0.256592,0.768738,1.64502,22.938227,-23.213875,70.794296,6.258152,101.096313,-187.764679
4013,70.653297,0.2096,1011.722656,29.773438,0.252197,0.768738,1.642578,22.694086,-23.702156,69.451523,-7.82269,93.198166,-177.165039
4014,70.668983,0.1943,1011.722656,29.773438,0.248291,0.766296,1.646484,22.510981,-24.251472,69.817734,4.693614,80.561119,-183.22197
4015,70.684677,0.1943,1011.733887,29.773438,0.254639,0.75946,1.648438,22.633051,-24.373543,71.587753,-10.951765,86.879639,-186.250427
4016,70.700401,0.1943,1011.703857,29.773438,0.260498,0.761902,1.650879,23.304438,-25.105965,73.357773,3.129076,91.618538,-184.736191
4017,70.71817,0.1943,1011.733154,29.773438,0.269287,0.771179,1.644531,23.060297,-25.28907,71.953964,10.951765,93.198166,-183.22197
4018,70.733856,0.1943,1011.741211,29.773438,0.275146,0.774597,1.64502,22.938227,-24.190437,70.428085,3.129076,97.937057,-190.793137
4019,70.749535,0.1943,1011.706055,29.773438,0.281494,0.79071,1.64209,22.633051,-24.251472,71.831894,4.693614,96.357422,-189.2789
4020,70.765198,0.1943,1011.717529,29.773438,0.280029,0.785828,1.641113,21.656488,-24.190437,72.686386,6.258152,85.300011,-184.736191
4021,70.782967,0.1943,1011.759521,29.773438,0.273682,0.771667,1.641602,21.717524,-23.763191,70.977402,10.951765,96.357422,-168.079666
4022,70.798645,0.1943,1011.7229,29.742188,0.276123,0.764343,1.645508,21.778559,-23.39698,69.634628,-28.161682,97.937057,-184.736191
4023,70.814362,0.1943,1011.734375,29.742188,0.273682,0.754578,1.650879,21.351313,-23.946297,69.756699,6.258152,91.618538,-184.736191
4024,70.830025,0.1943,1011.730713,29.742188,0.274658,0.756042,1.647949,22.205805,-23.15284,71.343613,15.645379,88.459267,-178.679276
4025,70.847801,0.1943,1011.740967,29.742188,0.282471,0.754578,1.649902,21.778559,-22.908699,72.198105,0,101.096313,-184.736191
4026,70.863426,0.1943,1011.719482,29.742188,0.278076,0.765808,1.650391,22.14477,-23.39698,70.977402,10.951765,99.516685,-180.193512
4027,70.879097,0.1943,1011.735107,29.742188,0.275146,0.767761,1.650879,22.022699,-22.237312,69.634628,6.258152,85.300011,-190.793137
4028,70.939751,0.1943,1011.71167,29.742188,0.264404,0.751648,1.646484,22.510981,-22.115242,69.451523,9.387227,97.937057,-184.736191
4029,70.955482,0.1943,1011.711914,29.742188,0.265381,0.740417,1.646484,22.327875,-22.542488,68.535995,6.258152,82.140747,-175.650818
4030,70.971207,0.1943,1011.751709,29.742188,0.266846,0.739441,1.646484,23.121332,-22.359383,69.451523,14.080841,93.198166,-186.250427
4031,70.986938,0.1943,1011.755859,29.742188,0.261963,0.74823,1.644531,24.03686,-22.420418,70.672226,6.258152,88.459267,-184.736191
4032,71.004799,0.1943,1011.730957,29.742188,0.260986,0.75946,1.645508,23.853754,-23.030769,70.916367,6.258152,94.777794,-181.707733
4033,71.020515,0.1943,1011.721924,29.742188,0.252686,0.771179,1.650391,23.975824,-22.420418,69.817734,4.693614,93.198166,-180.193512
4034,71.036224,0.1943,1011.721191,29.773438,0.252197,0.778015,1.64502,23.792719,-23.335945,70.36705,0,94.777794,-169.593887
4035,71.051888,0.1943,1011.723389,29.773438,0.263428,0.775085,1.650879,23.487543,-23.335945,71.099472,14.080841,102.675941,-183.22197
4036,71.069664,0.1943,1011.741455,29.773438,0.26001,0.772644,1.646973,23.487543,-23.641121,72.014999,3.129076,88.459267,-184.736191
4037,71.085381,0.1815,1011.737793,29.773438,0.262451,0.762878,1.649902,23.609613,-23.824226,71.160507,-4.693614,96.357422,-195.335831
4038,71.101097,0.1815,1011.735596,29.773438,0.260498,0.759949,1.650391,23.243402,-24.129402,70.36705,3.129076,94.777794,-181.707733
4039,71.116806,0.1815,1011.718262,29.773438,0.263916,0.76239,1.643555,23.548578,-23.885262,71.587753,10.951765,86.879639,-189.2789
4040,71.134697,0.1815,1011.716797,29.773438,0.269287,0.769714,1.64502,23.487543,-23.763191,71.770859,4.693614,93.198166,-183.22197
4041,71.150406,0.1815,1011.698242,29.773438,0.27417,0.781433,1.64209,23.426508,-24.312508,70.550156,-4.693614,93.198166,-183.22197
4042,71.166107,0.1815,1011.707031,29.773438,0.277588,0.790222,1.650879,22.755121,-24.007332,69.695663,3.129076,97.937057,-181.707733
4043,71.183846,0.1815,1011.750732,29.773438,0.280518,0.79071,1.64209,22.327875,-23.580086,70.306015,15.645379,88.459267,-184.736191
4044,71.19957,0.1815,1011.704834,29.773438,0.279541,0.787781,1.649902,21.717524,-23.824226,70.916367,-1.564538,93.198166,-171.108124
4045,71.21521,0.1815,1011.689697,29.773438,0.27417,0.773621,1.641602,21.595453,-23.091805,71.038437,4.693614,99.516685,-180.193512
4046,71.230904,0.1815,1011.738281,29.773438,0.276611,0.764343,1.64209,21.778559,-22.969734,70.24498,9.387227,94.777794,-187.764679
4047,71.280647,0.1815,1011.741699,29.765625,0.272217,0.761902,1.650879,21.595453,-22.725594,71.526718,-9.387227,97.937057,-181.707733
4048,71.296265,0.1815,1011.696289,29.765625,0.270264,0.76825,1.651367,22.022699,-22.481453,70.672226,3.129076,91.618538,-184.736191
4049,71.311928,0.1815,1011.727539,29.765625,0.265381,0.777039,1.63623,22.022699,-22.359383,69.573593,4.693614,90.038895,-186.250427
4050,71.327538,0.1815,1011.741455,29.765625,0.263916,0.772644,1.639648,21.900629,-22.786629,69.512558,3.129076,88.459267,-169.593887
4051,71.345253,0.1815,1011.759521,29.765625,0.263916,0.76239,1.649902,21.534418,-23.030769,70.428085,6.258152,91.618538,-184.736191
4052,71.360863,0.1815,1011.714355,29.765625,0.255127,0.750183,1.647461,21.534418,-22.542488,69.939804,15.645379,107.414833,-184.736191
4053,71.376495,0.1815,1011.71582,29.765625,0.25415,0.742859,1.655273,21.900629,-23.519051,69.634628,4.693614,102.675941,-186.250427
4054,71.392113,0.1815,1011.718018,29.765625,0.251221,0.740906,1.646973,22.633051,-23.335945,70.24498,9.387227,97.937057,-181.707733
4055,71.409805,0.1815,1011.749268,29.765625,0.259521,0.749695,1.652832,23.243402,-23.702156,71.648788,10.951765,93.198166,-180.193512
4056,71.425415,0.1815,1011.741211,29.765625,0.259033,0.755554,1.647461,23.914789,-24.068367,71.892929,9.387227,94.777794,-178.679276
4057,71.441025,0.1815,1011.737061,29.765625,0.260498,0.771179,1.641113,23.609613,-24.312508,71.404648,0,97.937057,-178.679276
4058,71.458664,0.1815,1011.724609,29.765625,0.268799,0.773621,1.647461,23.121332,-24.373543,70.916367,6.258152,97.937057,-184.736191
4059,71.474266,0.1815,1011.754639,29.765625,0.27417,0.773132,1.646973,23.243402,-23.580086,70.855331,6.258152,82.140747,-178.679276
4060,71.489853,0.1815,1011.741211,29.765625,0.275146,0.770203,1.645996,22.694086,-24.312508,71.099472,0,85.300011,-190.793137
4061,71.505409,0.1943,1011.751221,29.765625,0.270752,0.762878,1.645996,23.121332,-23.458015,71.038437,-3.129076,97.937057,-187.764679
4062,71.523102,0.1943,1011.746582,29.742188,0.270752,0.758484,1.64502,22.877192,-23.824226,70.428085,3.129076,85.300011,-178.679276
4063,71.538719,0.1943,1011.724121,29.742188,0.270264,0.761902,1.645508,23.426508,-23.702156,70.733261,0,94.777794,-181.707733
4064,71.554306,0.1943,1011.747803,29.742188,0.272705,0.773621,1.643555,22.938227,-23.641121,70.916367,12.516303,85.300011,-187.764679
4065,71.569931,0.1943,1011.729004,29.742188,0.272705,0.781433,1.645996,22.938227,-23.39698,71.160507,1.564538,96.357422,-168.079666
4066,71.619423,0.1943,1011.706787,29.742188,0.273682,0.77948,1.645996,21.473383,-22.664558,70.550156,17.209915,93.198166,-174.136581
4067,71.635117,0.1943,1011.74292,29.742188,0.273193,0.76825,1.649414,21.595453,-23.213875,70.36705,-3.129076,85.300011,-181.707733
4068,71.65081,0.1943,1011.734863,29.742188,0.269775,0.763367,1.651367,21.717524,-22.664558,69.573593,-1.564538,93.198166,-183.22197
4069,71.666512,0.1943,1011.747559,29.742188,0.272217,0.757019,1.651367,22.14477,-23.458015,69.695663,14.080841,86.879639,-189.2789
4070,71.684303,0.1943,1011.724365,29.742188,0.263428,0.760437,1.646484,21.900629,-22.603523,69.939804,10.951765,96.357422,-183.22197
4071,71.700119,0.1943,1011.717529,29.742188,0.265381,0.764343,1.64502,22.327875,-23.458015,70.12291,-1.564538,90.038895,-174.136581
4072,71.715919,0.1943,1011.750732,29.742188,0.262451,0.770203,1.647461,22.022699,-23.091805,70.550156,6.258152,85.300011,-193.821594
4073,71.733856,0.1943,1011.7146,29.742188,0.257568,0.772644,1.645996,21.717524,-23.213875,71.404648,-3.129076,94.777794,-178.679276
4074,71.749649,0.1943,1011.734375,29.742188,0.267822,0.770691,1.648438,21.351313,-23.641121,71.221542,0,94.777794,-184.736191
4075,71.765434,0.1943,1011.713379,29.765625,0.270264,0.766296,1.648438,22.022699,-22.969734,70.428085,10.951765,90.038895,-186.250427
4076,71.781181,0.1943,1011.740234,29.765625,0.268799,0.75946,1.650879,22.14477,-23.763191,70.36705,-3.129076,88.459267,-187.764679
4077,71.799042,0.1943,1011.741211,29.765625,0.272705,0.748718,1.649414,22.510981,-23.763191,70.550156,7.82269,90.038895,-180.193512
4078,71.814789,0.1943,1011.71167,29.765625,0.269775,0.746765,1.641602,22.510981,-22.725594,70.306015,9.387227,101.096313,-175.650818
4079,71.830544,0.1943,1011.739746,29.765625,0.266846,0.753113,1.639648,22.572016,-23.580086,70.000839,7.82269,93.198166,-174.136581
4080,71.846298,0.1943,1011.766602,29.765625,0.265381,0.758484,1.645996,22.816156,-23.213875,69.573593,14.080841,90.038895,-180.193512
4081,71.864159,0.1943,1011.754395,29.765625,0.264404,0.768738,1.652344,23.304438,-23.213875,71.160507,-3.129076,91.618538,-187.764679
4082,71.879913,0.1943,1011.746826,29.765625,0.266357,0.775574,1.648926,22.938227,-23.702156,71.770859,6.258152,91.618538,-172.622345
4083,71.895615,0.1943,1011.741455,29.765625,0.269287,0.769226,1.650879,22.755121,-23.091805,71.160507,15.645379,82.140747,-184.736191
4084,71.911385,0.1943,1011.751953,29.765625,0.270264,0.765808,1.645996,22.938227,-23.27491,70.611191,7.82269,99.516685,-183.22197
4085,71.929237,0.1943,1011.73291,29.765625,0.269775,0.761902,1.647949,22.449945,-22.969734,70.611191,-7.82269,90.038895,-183.22197
4086,71.976936,0.1943,1011.731201,29.765625,0.264404,0.771667,1.647949,22.938227,-23.39698,70.36705,15.645379,94.777794,-190.793137
4087,71.992699,0.1943,1011.725342,29.757812,0.271729,0.778503,1.646973,22.327875,-23.641121,70.36705,7.82269,90.038895,-189.2789
4088,72.010635,0.1943,1011.759033,29.757812,0.278564,0.777039,1.647949,22.38891,-23.091805,70.794296,0,88.459267,-175.650818
4089,72.026321,0.1943,1011.732178,29.757812,0.276123,0.775085,1.645996,21.717524,-23.335945,70.183945,7.82269,90.038895,-183.22197
4090,72.042046,0.1943,1011.735596,29.757812,0.273193,0.774109,1.648438,22.022699,-22.664558,69.817734,3.129076,88.459267,-190.793137
4091,72.0578,0.1943,1011.751709,29.757812,0.266846,0.766296,1.648926,21.961664,-22.969734,69.390488,-4.693614,93.198166,-183.22197
4092,72.075615,0.1943,1011.716797,29.757812,0.27124,0.764832,1.648438,21.351313,-23.213875,69.939804,0,104.255569,-196.850052
4093,72.091309,0.1943,1011.734375,29.757812,0.266357,0.762878,1.644531,21.656488,-22.359383,70.611191,-6.258152,82.140747,-181.707733
4094,72.107056,0.1943,1011.711914,29.757812,0.265381,0.760925,1.646973,21.778559,-23.213875,70.36705,3.129076,101.096313,-175.650818
4095,72.122765,0.1943,1011.735352,29.757812,0.255127,0.767273,1.644043,21.717524,-22.420418,69.939804,4.693614,102.675941,-183.22197
4096,72.140579,0.1943,1011.748779,29.757812,0.258545,0.773621,1.650391,21.534418,-23.15284,70.48912,1.564538,83.720383,-189.2789
4097,72.156288,0.1943,1011.758057,29.757812,0.258545,0.763367,1.648438,21.961664,-23.15284,71.099472,0,94.777794,-181.707733
4098,72.171989,0.1943,1011.780762,29.757812,0.260986,0.760437,1.638672,22.205805,-23.519051,70.794296,10.951765,99.516685,-180.193512
4099,72.187721,0.1943,1011.728027,29.757812,0.261475,0.752625,1.65625,21.961664,-23.213875,70.183945,-4.693614,96.357422,-183.22197
4100,72.205536,0.1943,1011.767334,29.757812,0.266357,0.754578,1.650879,21.961664,-23.335945,69.939804,10.951765,93.198166,-177.165039
4101,72.221268,0.1943,1011.751709,29.757812,0.267822,0.75116,1.647949,22.38891,-24.068367,70.183945,9.387227,107.414833,-184.736191
4102,72.236992,0.1943,1011.70874,29.765625,0.260986,0.753113,1.649902,22.083735,-23.458015,70.36705,3.129076,101.096313,-184.736191
4103,72.254768,0.1943,1011.751221,29.765625,0.261963,0.755554,1.647461,22.694086,-23.885262,68.963242,14.080841,86.879639,-186.250427
4104,72.270515,0.1943,1011.742432,29.765625,0.261475,0.757996,1.64502,22.999262,-24.129402,69.817734,0,88.459267,-187.764679
4105,72.317459,0.1943,1011.723389,29.765625,0.268799,0.756531,1.654297,22.999262,-24.495613,72.747421,1.564538,99.516685,-180.193512
4106,72.333138,0.2096,1011.73877,29.765625,0.28833,0.753113,1.649414,23.121332,-23.641121,71.526718,3.129076,97.937057,-178.679276
4107,72.350929,0.2096,1011.756104,29.765625,0.286865,0.752625,1.645996,23.670649,-23.15284,71.770859,4.693614,99.516685,-180.193512
4108,72.366592,0.2096,1011.761719,29.765625,0.288818,0.75946,1.644043,23.609613,-23.39698,70.183945,-3.129076,94.777794,-184.736191
4109,72.382256,0.2096,1011.724609,29.765625,0.276611,0.76239,1.644531,23.548578,-22.481453,68.169785,1.564538,93.198166,-180.193512
4110,72.397926,0.2096,1011.746826,29.765625,0.264893,0.766296,1.651367,23.548578,-22.847664,67.986679,4.693614,99.516685,-180.193512
4111,72.415703,0.2096,1011.778809,29.765625,0.255615,0.775085,1.655762,23.487543,-22.969734,70.855331,-10.951765,102.675941,-183.22197
4112,72.431396,0.2096,1011.754395,29.765625,0.249756,0.781921,1.64209,23.304438,-23.030769,71.221542,4.693614,93.198166,-183.22197
4113,72.447067,0.2096,1011.753418,29.765625,0.260498,0.777527,1.64209,22.938227,-23.39698,70.794296,15.645379,94.777794,-181.707733
4114,72.462746,0.2096,1011.716797,29.765625,0.268799,0.775574,1.648926,23.365473,-23.39698,72.503281,4.693614,86.879639,-189.2789
4115,72.480507,0.2096,1011.741211,29.773438,0.278564,0.772644,1.63916,22.877192,-23.39698,73.052597,3.129076,91.618538,-172.622345
4116,72.496193,0.2096,1011.782471,29.773438,0.280518,0.764832,1.649414,22.755121,-22.420418,70.550156,1.564538,90.038895,-180.193512
4117,72.511871,0.2096,1011.774902,29.773438,0.273193,0.769714,1.651855,22.816156,-23.030769,68.597031,-1.564538,99.516685,-192.307358
4118,72.529671,0.2096,1011.779541,29.773438,0.266357,0.775085,1.64502,22.38891,-22.664558,68.841171,3.129076,82.140747,-187.764679
4119,72.54538,0.2096,1011.758789,29.773438,0.249756,0.78241,1.645508,22.327875,-22.847664,69.024277,0,88.459267,-178.679276
4120,72.561028,0.2096,1011.7771,29.773438,0.249268,0.780945,1.643555,21.656488,-23.213875,69.573593,-1.564538,93.198166,-189.2789
4121,72.576714,0.2096,1011.769775,29.773438,0.244385,0.779968,1.648926,21.290277,-23.885262,71.404648,1.564538,96.357422,-180.193512
4122,72.594498,0.2096,1011.774414,29.773438,0.256104,0.766785,1.649902,21.412348,-24.434578,72.686386,-4.693614,96.357422,-186.250427
4123,72.610184,0.2096,1011.745117,29.773438,0.268799,0.754578,1.650391,21.778559,-24.129402,72.442245,15.645379,88.459267,-166.56543
4124,72.657822,0.2096,1011.720947,29.773438,0.272705,0.757019,1.645996,22.327875,-24.129402,71.282578,-6.258152,97.937057,-178.679276
4125,72.673515,0.2096,1011.746338,29.773438,0.264893,0.765808,1.645996,22.449945,-23.335945,70.672226,14.080841,90.038895,-186.250427
4126,72.691315,0.2096,1011.768311,29.773438,0.258545,0.766296,1.651855,22.572016,-23.641121,69.573593,3.129076,91.618538,-178.679276
4127,72.706993,0.2096,1011.733643,29.773438,0.265381,0.763855,1.648438,22.14477,-24.068367,70.48912,9.387227,107.414833,-178.679276
4128,72.72271,0.2096,1011.752197,29.71875,0.261475,0.762878,1.647949,22.510981,-23.824226,72.198105,6.258152,94.777794,-175.650818
4129,72.738365,0.1943,1011.736572,29.71875,0.267334,0.750183,1.638184,22.327875,-24.617683,72.25914,12.516303,88.459267,-187.764679
4130,72.756142,0.1943,1011.75293,29.71875,0.284912,0.75116,1.649902,22.26684,-24.068367,71.465683,-1.564538,102.675941,-189.2789
4131,72.771797,0.1943,1011.772461,29.71875,0.290771,0.747742,1.647461,23.365473,-23.885262,71.282578,4.693614,99.516685,-183.22197
4132,72.787445,0.1943,1011.76123,29.71875,0.29126,0.756042,1.652344,23.182367,-23.213875,70.36705,9.387227,97.937057,-178.679276
4133,72.805199,0.1943,1011.758301,29.71875,0.290771,0.766296,1.63916,23.487543,-22.237312,70.36705,12.516303,91.618538,-193.821594
4134,72.820862,0.1943,1011.746826,29.71875,0.278564,0.775574,1.646484,22.999262,-22.664558,68.658066,-3.129076,94.777794,-178.679276
4135,72.83651,0.1943,1011.779053,29.71875,0.263428,0.78241,1.649414,22.633051,-21.810066,67.437363,10.951765,99.516685,-192.307358
4136,72.852173,0.1943,1011.76001,29.71875,0.259521,0.773132,1.648926,22.816156,-22.420418,69.146347,0,97.937057,-181.707733
4137,72.869873,0.1943,1011.783203,29.71875,0.262939,0.766785,1.645508,22.38891,-22.908699,71.831894,1.564538,90.038895,-165.051193
4138,72.885513,0.1943,1011.744385,29.71875,0.267334,0.76239,1.645996,22.877192,-22.420418,71.587753,9.387227,97.937057,-178.679276
4139,72.901184,0.1943,1011.763672,29.71875,0.2771,0.754578,1.651855,22.633051,-22.237312,70.977402,-3.129076,97.937057,-184.736191
4140,72.916832,0.1943,1011.766113,29.71875,0.2771,0.754089,1.648926,22.510981,-22.664558,69.634628,1.564538,93.198166,-180.193512
4141,72.934563,0.1943,1011.777344,29.71875,0.270264,0.760925,1.640625,22.999262,-22.481453,70.306015,18.774454,113.733353,-196.850052
4142,72.950218,0.1943,1011.798096,29.71875,0.263428,0.770203,1.639648,23.121332,-21.749031,69.939804,-9.387227,97.937057,-172.622345
4143,72.996429,0.1943,1011.773193,29.773438,0.251221,0.774109,1.646484,22.083735,-23.519051,70.428085,-4.693614,96.357422,-180.193512
4144,73.0121,0.1943,1011.777832,29.773438,0.253662,0.760925,1.644043,22.572016,-23.824226,72.747421,1.564538,93.198166,-183.22197
4145,73.029869,0.1943,1011.736084,29.773438,0.263916,0.750183,1.650391,22.26684,-24.251472,72.991562,0,97.937057,-172.622345
4146,73.045555,0.1943,1011.749512,29.773438,0.263428,0.750183,1.649414,22.510981,-23.580086,70.611191,-3.129076,101.096313,-187.764679
4147,73.061218,0.1943,1011.758301,29.773438,0.27124,0.756042,1.649414,22.633051,-24.007332,69.817734,6.258152,88.459267,-172.622345
4148,73.078964,0.1943,1011.753418,29.773438,0.270752,0.763367,1.652344,23.365473,-23.580086,71.343613,6.258152,88.459267,-187.764679
4149,73.094635,0.1943,1011.742432,29.773438,0.270264,0.77948,1.64209,22.938227,-23.519051,71.465683,-3.129076,88.459267,-175.650818
4150,73.110291,0.1943,1011.784912,29.773438,0.265869,0.780945,1.646484,22.26684,-23.39698,69.329453,6.258152,97.937057,-184.736191
4151,73.125954,0.1943,1011.761475,29.773438,0.267334,0.773621,1.645508,21.778559,-24.007332,68.841171,-4.693614,96.357422,-189.2789
4152,73.143707,0.1943,1011.773926,29.773438,0.265381,0.764343,1.650391,21.839594,-24.129402,71.648788,12.516303,101.096313,-184.736191
4153,73.159378,0.2096,1011.763672,29.773438,0.267822,0.752625,1.646973,22.38891,-23.213875,72.930527,1.564538,99.516685,-189.2789
4154,73.175041,0.2096,1011.787109,29.773438,0.276123,0.750183,1.644531,22.14477,-24.007332,70.977402,7.82269,86.879639,-183.22197
4155,73.190697,0.2096,1011.755371,29.773438,0.277588,0.755066,1.650391,22.938227,-22.725594,68.841171,7.82269,99.516685,-186.250427
4156,73.20845,0.2096,1011.73584,29.765625,0.278076,0.756042,1.65332,23.060297,-22.786629,70.000839,4.693614,83.720383,-189.2789
4157,73.224098,0.2096,1011.738037,29.765625,0.275635,0.767273,1.651855,22.816156,-22.664558,71.404648,6.258152,104.255569,-184.736191
4158,73.239731,0.2096,1011.765625,29.765625,0.262451,0.772156,1.640625,23.121332,-22.298347,70.36705,12.516303,85.300011,-181.707733
4159,73.255363,0.2096,1011.76416,29.765625,0.260986,0.775574,1.642578,22.877192,-22.298347,69.146347,12.516303,85.300011,-181.707733
4160,73.273087,0.2096,1011.762207,29.765625,0.256592,0.774597,1.64502,22.14477,-22.603523,69.695663,0,97.937057,-187.764679
4161,73.288658,0.2096,1011.746338,29.765625,0.256104,0.766296,1.65625,22.510981,-23.458015,72.014999,9.387227,82.140747,-187.764679
4162,73.304329,0.2096,1011.753906,29.765625,0.256104,0.757507,1.639648,22.999262,-23.091805,72.991562,7.82269,86.879639,-177.165039
4163,73.354553,0.2096,1011.753662,29.765625,0.261475,0.76239,1.649902,23.060297,-23.824226,71.221542,14.080841,96.357422,-174.136581
4164,73.370285,0.2096,1011.748535,29.765625,0.260498,0.773621,1.645508,23.243402,-24.373543,71.831894,6.258152,101.096313,-184.736191
4165,73.386017,0.2096,1011.73584,29.765625,0.268311,0.778503,1.64209,22.816156,-23.702156,69.878769,4.693614,99.516685,-192.307358
4166,73.401741,0.2096,1011.776611,29.765625,0.263916,0.778015,1.649902,22.572016,-24.495613,69.146347,12.516303,88.459267,-187.764679
4167,73.419632,0.2096,1011.733154,29.765625,0.25708,0.773132,1.646484,22.816156,-24.068367,71.038437,0,101.096313,-190.793137
4168,73.43531,0.2096,1011.734131,29.75,0.258057,0.768738,1.649414,22.205805,-24.373543,73.479843,4.693614,93.198166,-186.250427
4169,73.451019,0.2096,1011.753906,29.75,0.270752,0.764343,1.648438,22.694086,-24.434578,72.503281,3.129076,91.618538,-181.707733
4170,73.466782,0.2096,1011.783936,29.75,0.27417,0.76239,1.647461,22.449945,-24.007332,70.48912,-9.387227,85.300011,-184.736191
4171,73.484642,0.2096,1011.763428,29.75,0.282471,0.76239,1.648438,22.694086,-24.190437,70.24498,0,82.140747,-187.764679
4172,73.500343,0.2096,1011.797607,29.75,0.293213,0.765808,1.654785,22.755121,-23.335945,71.709824,7.82269,99.516685,-180.193512
